station_id,station_name,coordinates,capacity,latitude,longitude,distance_km,area_group
1024,Coquillière - Louvre,"[48.863795909662, 2.3425736278296]",21,48.863795909662,2.3425736278296,1.0659078618896471,Central (<=5 km)
6007,Bréa - Raspail,"[48.842738478258, 2.3297942217634]",24,48.842738478258,2.3297942217634,2.25021362972336,Central (<=5 km)
23202,Henri Barbusse - Gabriel Péri,"[48.801773795836, 2.2874166362216]",28,48.801773795836,2.2874166362216,7.723608411999177,Peripheral (>5 km)
8018,Saint-Augustin,"[48.8762009747008, 2.319786250591278]",45,48.8762009747008,2.319786250591278,3.2205079449738316,Central (<=5 km)
34011,Clef des Champs - Albert Dhalenne,"[48.914938, 2.330665]",28,48.914938,2.330665,6.675257447997394,Peripheral (>5 km)
24005,Edith Cavell - Volta,"[48.901616564286975, 2.269354350864887]",33,48.901616564286975,2.269354350864887,7.858685319718032,Peripheral (>5 km)
42024,Danielle Casanova - Ledru-Rollin,"[48.815783497876815, 2.383259721100331]",28,48.815783497876815,2.383259721100331,5.076071709654581,Peripheral (>5 km)
19117,Euryale Dehaynin - Loire,"[48.886248917304805, 2.3774591088294987]",30,48.886248917304805,2.3774591088294987,3.779139223944266,Central (<=5 km)
23803,Sydney Bechet - Jacques Gautier,"[48.844373437692, 2.1882475733068]",20,48.844373437692,2.1882475733068,12.07305331882719,Peripheral (>5 km)
43004,Montreuil - République,"[48.85026349463687, 2.4345204234123234]",25,48.85026349463687,2.4345204234123234,6.064035428818545,Peripheral (>5 km)
31701,Mairie de Bagnolet,"[48.868421318555, 2.4179587885737]",28,48.868421318555,2.4179587885737,4.986722594201096,Central (<=5 km)
8007,Rome - Provence,"[48.874230055580306, 2.325570111724113]",30,48.874230055580306,2.325570111724113,2.7635844002257217,Central (<=5 km)
21218,Gabriel Péri - Place de la Libération,"[48.819828421929, 2.3117361743705]",18,48.819828421929,2.3117361743705,5.048609656938113,Peripheral (>5 km)
18101,Championnet.,"[48.8953643, 2.3498166]",22,48.8953643,2.3498166,4.313916256771321,Central (<=5 km)
19007,Flandre - Ourcq,"[48.89260159189023, 2.3790915682911873]",30,48.89260159189023,2.3790915682911873,4.460203876762873,Central (<=5 km)
13037,Ivry - Baudricourt,"[48.824695995415006, 2.363106073577468]",20,48.824695995415006,2.363106073577468,3.636240107642987,Central (<=5 km)
13008,Place d'Italie - Soeur Rosalie,"[48.831908520394, 2.3546943448098]",52,48.831908520394,2.3546943448098,2.7516281507372016,Central (<=5 km)
16140,Hippodrome de Longchamp,"[48.86413226532, 2.239905372262]",30,48.86413226532,2.239905372262,8.257469104609164,Peripheral (>5 km)
